股票代码,股票名称,最新日期,最新价格,最新净资产价格,最新价格与净资产比值,最新季度每股收益,市盈率
600177,雅戈尔,2015-07-08,14.29,8.344,1.713,0.6235,5.73
600178,东安动力,2015-07-08,6.4,3.7034,1.728,-0.0295,-54.237
600179,黑化股份,2015-07-07,10.24,-0.1669,-61.354,-0.18,-14.222
600180,瑞茂通,2015-07-06,19.8,2.5696,7.705,0.1178,42.02
600182,S佳通,2015-07-08,19.59,3.4347,5.704,0.12,40.813
600183,生益科技,2015-07-08,6.23,2.9206,2.133,0.08,19.469
600184,光电股份,2015-07-08,15.37,4.73,3.249,0.01,384.25
600185,格力地产,2015-07-07,21.59,5.7718,3.741,1.39,3.883
600186,莲花味精,2015-05-19,10.46,0.498,21.004,-0.067,-39.03
600187,国中水务,2015-07-07,5.46,1.8395,2.968,0.0101,135.149
600188,兖州煤业,2015-07-08,9.74,7.6892,1.267,0.0357,68.207
600189,吉林森工,2015-07-08,9.85,4.0823,2.413,-0.15,-16.417
600190,锦州港,2015-07-08,4.63,2.9413,1.574,0.036,32.153
600191,华资实业,2015-03-05,11.58,3.9959,2.898,0.0924,31.331
600192,长城电工,2015-07-08,8.21,4.24,1.936,0.042,48.869
600193,创兴资源,2015-07-08,9.21,0.7742,11.896,-0.01,-230.25
600195,中牧股份,2015-07-08,17.25,6.8885,2.504,0.2558,16.859
600196,复星医药,2015-07-08,21.87,7.5727,2.888,0.23,23.772
600197,伊力特,2015-07-08,9.2,3.8858,2.368,0.1639,14.033
600198,大唐电信,2015-07-08,19.81,4.3974,4.505,-0.1719,-28.81
600199,金种子酒,2015-07-08,8.22,4.0271,2.041,0.0397,51.763
600200,江苏吴中,2015-07-07,21.99,1.5668,14.035,-0.009,-610.833
600201,金宇集团,2015-07-06,60.19,6.3113,9.537,0.59,25.504
600202,哈空调,2015-06-12,18.86,2.2367,8.432,0.0034,1386.765
600203,福日电子,2015-07-08,9.03,3.9668,2.276,0.04,56.437
600206,有研新材,2015-07-08,11.55,3.2699,3.532,0.015,192.5
600207,安彩高科,2015-07-08,4.73,1.059,4.466,-0.06,-19.708
600208,新湖中宝,2015-07-07,4.68,2.4515,1.909,0.019,61.579
600209,罗顿发展,2015-07-07,9.44,1.6315,5.786,-0.013,-181.538
600210,紫江企业,2015-07-08,4.46,2.6116,1.708,0.021,53.095
600211,西藏药业,2015-05-21,60.17,2.8387,21.196,0.057,263.904
600212,江泉实业,2015-05-22,12.24,1.9479,6.284,-0.0255,-120.0
600213,亚星客车,2015-07-08,7.13,0.1623,43.931,-0.04,-44.563
600215,长春经开,2015-07-07,7.36,5.1643,1.425,-0.0324,-56.79
600216,浙江医药,2015-07-08,8.51,7.0556,1.206,-0.03,-70.917
600217,*ST秦岭,2015-06-10,15.36,-0.4069,-37.749,-0.0894,-42.953
600218,全柴动力,2015-07-08,7.59,4.8405,1.568,0.0848,22.376
600219,南山铝业,2015-07-07,7.33,8.2865,0.885,0.05,36.65
600220,江苏阳光,2015-07-08,5.01,0.9503,5.272,0.0028,447.321
600221,海南航空,2015-07-08,4.29,2.4398,1.758,0.0756,14.187
600222,太龙药业,2015-07-08,6.44,2.5736,2.502,-0.0086,-187.209
600223,鲁商置业,2015-07-08,5.65,2.0497,2.757,0.03,47.083
600225,天津松江,2015-07-07,7.16,2.5638,2.793,-0.29,-6.172
600226,升华拜克,2015-03-24,14.52,3.6141,4.018,0.1,36.3
600227,赤天化,2015-07-08,6.2,2.9016,2.137,-0.0971,-15.963
600228,昌九生化,2015-07-08,7.71,0.3203,24.071,-0.021,-91.786
600229,青岛碱业,2015-07-08,10.51,3.0108,3.491,0.1,26.275
600230,沧州大化,2015-07-08,8.35,5.4455,1.533,-0.4345,-4.804
600231,凌钢股份,2015-07-07,4.85,3.66,1.325,-0.19,-6.382
600232,金鹰股份,2015-07-07,7.58,3.233,2.345,0.009,210.556
600233,大杨创世,2015-07-08,10.28,6.375,1.613,0.0656,39.177
600234,山水文化,2015-07-08,13.43,0.2588,51.893,-0.05,-67.15
600235,民丰特纸,2015-07-08,6.46,3.9804,1.623,-0.028,-57.679
600236,桂冠电力,2015-07-07,6.66,1.8118,3.676,0.096,17.344
600237,铜峰电子,2015-07-08,6.26,2.5162,2.488,0.0083,188.554
600238,海南椰岛,2015-07-03,11.04,1.9795,5.577,0.0016,1725.0
600239,云南城投,2015-07-08,5.6,4.8178,1.162,-0.07,-20.0
600240,华业资本,2015-07-02,12.36,2.6709,4.628,-0.03,-103.0
600241,时代万恒,2015-07-08,11.14,1.7604,6.328,-0.16,-17.406
600242,*ST中昌,2015-07-06,10.06,-0.2501,-40.224,-0.02,-125.75
600243,青海华鼎,2015-07-07,8.58,3.0191,2.842,-0.0864,-24.826
