股票代码,股票名称,最新日期,最新价格,最新净资产价格,最新价格与净资产比值,最新季度每股收益,市盈率
000876,新 希 望,2015-07-08,13.77,8.6954,1.584,0.25,13.77
000877,天山股份,2015-07-08,6.85,7.7951,0.879,-0.27,-6.343
000878,云南铜业,2015-06-05,24.5,3.7665,6.505,0.0,无法计算
000880,潍柴重机,2015-07-08,11.46,4.5759,2.504,0.04,71.625
000881,大连国际,2015-04-21,13.15,5.3467,2.459,0.05,65.75
000882,华联股份,2015-06-03,8.78,2.6807,3.275,0.0056,391.964
000883,湖北能源,2015-07-08,5.03,2.8038,1.794,0.091,13.819
000885,同力水泥,2015-07-08,8.94,4.5698,1.956,0.001,2235.0
000886,海南高速,2015-07-08,4.5,2.7939,1.611,0.023,48.913
000887,中鼎股份,2015-06-29,24.75,2.7468,9.01,0.16,38.672
000888,峨眉山Ａ,2015-07-08,9.03,6.7039,1.347,0.0099,228.03
000889,茂业物流,2015-06-02,23.0,3.4583,6.651,0.0703,81.792
000890,法 尔 胜,2015-04-17,11.8,2.7477,4.295,0.0047,627.66
000892,星美联合,2015-04-16,11.32,0.0063,1796.825,-0.0009,-3144.444
000893,东凌粮油,2015-07-06,11.36,1.1727,9.687,-0.07,-40.571
000895,双汇发展,2015-07-08,18.32,7.4853,2.447,0.4184,10.946
000897,津滨发展,2015-07-08,5.09,0.8621,5.904,-0.0227,-56.057
000898,鞍钢股份,2015-07-08,5.38,6.6663,0.807,0.003,448.333
000899,赣能股份,2015-07-08,8.35,3.534,2.363,0.2455,8.503
000900,现代投资,2015-07-08,7.63,6.5085,1.172,0.09,21.194
000901,航天科技,2015-07-07,40.82,4.1258,9.894,-0.01,-1020.5
000902,新洋丰,2015-07-06,25.02,4.6192,5.417,0.29,21.569
000903,云内动力,2015-06-01,12.39,4.5138,2.745,0.09,34.417
000905,厦门港务,2015-07-08,8.65,4.8599,1.78,0.07,30.893
000906,物产中拓,2015-07-08,10.33,3.379,3.057,0.07,36.893
000908,景峰医药,2015-07-08,11.34,5.616,2.019,0.05,56.7
000909,数源科技,2015-07-08,8.96,2.4546,3.65,0.01,224.0
000910,大亚科技,2015-07-08,11.22,5.0019,2.243,0.045,62.333
000911,南宁糖业,2015-07-07,10.89,3.7948,2.87,0.07,38.893
000912,*ST天化,2015-07-08,6.11,1.2165,5.023,-0.073,-20.925
000913,钱江摩托,2015-07-08,5.81,4.6797,1.242,0.01,145.25
000915,山大华特,2015-07-08,31.68,5.6045,5.653,0.24,33.0
000916,华北高速,2015-07-08,5.0,4.0997,1.22,0.063,19.841
000917,电广传媒,2015-05-27,42.89,7.0169,6.112,0.09,119.139
000918,嘉凯城,2015-07-07,4.61,2.3174,1.989,-0.08,-14.406
000919,金陵药业,2015-07-08,13.55,4.7182,2.872,0.1136,29.82
000920,南方汇通,2015-07-08,12.05,2.2676,5.314,0.054,55.787
000921,海信科龙,2015-07-08,9.76,2.6897,3.629,0.17,14.353
000922,佳电股份,2015-07-08,9.12,3.8438,2.373,-0.05,-45.6
000923,河北宣工,2015-07-08,14.35,2.2054,6.507,-0.1349,-26.594
000925,众合科技,2015-07-07,16.34,3.6381,4.491,0.003,1361.667
000926,福星股份,2015-07-07,10.58,9.937,1.065,0.21,12.595
000927,*ST夏利,2015-07-08,7.11,0.7901,8.999,-0.1612,-11.027
000928,中钢国际,2015-07-08,18.03,3.8125,4.729,0.1264,35.661
000929,兰州黄河,2015-07-08,14.69,4.058,3.62,0.368,9.98
000930,中粮生化,2015-07-08,10.55,2.804,3.762,-0.19,-13.882
000931,中 关 村,2015-07-08,7.5,0.911,8.233,-0.0286,-65.559
000932,华菱钢铁,2015-05-13,4.71,3.3339,1.413,-0.0564,-20.878
000933,神火股份,2015-07-03,6.89,3.5781,1.926,-0.05,-34.45
000935,四川双马,2015-07-06,6.52,3.6563,1.783,-0.02,-81.5
000936,华西股份,2015-07-08,8.9,3.1313,2.842,0.011,202.273
000937,冀中能源,2015-07-08,4.91,6.8077,0.721,0.0018,681.944
000938,紫光股份,2015-07-08,56.69,12.0057,4.722,0.152,93.24
000939,凯迪电力,2015-07-07,10.17,2.9946,3.396,0.05,50.85
000948,南天信息,2015-07-07,21.97,5.4897,4.002,-0.26,-21.125
000949,新乡化纤,2015-07-08,5.14,2.3591,2.179,0.0196,65.561
000950,建峰化工,2015-07-07,5.85,3.3092,1.768,-0.15,-9.75
000951,中国重汽,2015-07-08,15.8,10.659,1.482,0.16,24.688
000952,广济药业,2015-07-08,8.92,1.953,4.567,-0.026,-85.769
000953,河池化工,2015-07-08,6.57,0.777,8.456,-0.0586,-28.029
000955,欣龙控股,2015-07-07,5.26,1.2398,4.243,-0.02,-65.75
000957,中通客车,2015-07-08,14.99,4.5048,3.328,0.04,93.688
000958,东方能源,2015-07-08,18.87,2.0345,9.275,0.27,17.472
000959,首钢股份,2015-04-22,6.15,4.4195,1.392,-0.0599,-25.668
000960,锡业股份,2015-07-07,11.91,5.8739,2.028,-0.2668,-11.16
000961,中南建设,2015-07-06,18.65,7.668,2.432,0.119,39.181
000962,东方钽业,2015-07-08,9.32,4.592,2.03,-0.1396,-16.691
000963,华东医药,2015-06-25,71.48,6.0222,11.869,0.7925,22.549
000965,天保基建,2015-07-08,5.76,4.2435,1.357,0.03,48.0
000966,长源电力,2015-07-08,11.32,4.5991,2.461,0.4831,5.858
000967,上风高科,2015-07-08,13.27,4.8728,2.723,0.03,110.583
000968,煤 气 化,2015-07-08,6.72,3.1829,2.111,-0.4249,-3.954
000969,安泰科技,2015-07-07,9.7,3.6151,2.683,0.0055,440.909
000970,中科三环,2015-07-07,12.25,3.5413,3.459,0.058,52.802
000971,蓝鼎控股,2015-07-06,15.65,0.1343,116.53,-0.032,-122.266
000972,新中基,2015-06-30,14.7,1.4814,9.923,-0.0114,-322.368
000973,佛塑科技,2015-07-07,7.09,2.0642,3.435,0.008,221.563
000975,银泰资源,2015-07-07,15.21,3.5077,4.336,0.0244,155.84
000976,*ST春晖,2015-07-08,8.66,0.355,24.394,-0.0248,-87.298
000977,浪潮信息,2015-07-07,19.8,5.0025,3.958,0.1439,34.399
000978,桂林旅游,2015-07-07,9.09,4.0313,2.255,-0.038,-59.803
000979,中弘股份,2015-05-22,9.67,1.9518,4.954,0.004,604.375
000980,金马股份,2015-07-08,5.4,3.8607,1.399,0.04,33.75
000981,银亿股份,2015-07-06,19.13,10.1678,1.881,0.1,47.825
000983,西山煤电,2015-07-08,5.83,5.1138,1.14,0.0269,54.182
000985,大庆华科,2015-07-08,13.68,3.8836,3.523,0.003,1140.0
000987,广州友谊,2015-07-08,16.03,6.2348,2.571,0.18,22.264
000988,华工科技,2015-07-08,10.29,3.1981,3.218,0.03,85.75
000989,九 芝 堂,2015-07-08,23.17,5.5414,4.181,0.138,41.975
000990,诚志股份,2015-02-27,18.74,5.9879,3.13,0.007,669.286
000993,闽东电力,2015-07-08,6.89,3.9269,1.755,-0.0383,-44.974
000997,新 大 陆,2015-07-08,17.52,3.6761,4.766,0.08,54.75
000998,隆平高科,2015-07-08,18.15,2.0692,8.772,0.1478,30.7
000999,华润三九,2015-07-08,22.58,7.2519,3.114,0.35,16.129
001696,宗申动力,2015-06-29,17.25,2.9586,5.83,0.0802,53.772
001896,豫能控股,2015-07-08,10.63,3.9963,2.66,0.111,23.941
002001,新 和 成,2015-06-29,17.09,6.5168,2.622,0.07,61.036
002002,鸿达兴业,2015-06-17,39.5,3.3758,11.701,0.0935,105.615
002003,伟星股份,2015-06-04,16.17,5.2801,3.062,0.02,202.125
002004,华邦颖泰,2015-07-07,10.42,9.5643,1.089,0.26,10.019
002005,德豪润达,2015-07-06,8.01,3.9108,2.048,-0.0668,-29.978
002006,精功科技,2015-07-07,7.27,1.8712,3.885,0.005,363.5
002007,华兰生物,2015-07-07,39.76,6.1169,6.5,0.2573,38.632
002008,大族激光,2015-07-08,20.09,4.0079,5.013,0.07,71.75
002009,天奇股份,2015-07-07,14.87,4.4921,3.31,0.05,74.35
002010,传化股份,2015-07-06,18.15,3.8495,4.715,0.07,64.821
002011,盾安环境,2015-07-02,11.91,4.2316,2.815,0.05,59.55
002012,凯恩股份,2015-07-08,7.44,2.5009,2.975,0.02,93.0
002013,中航机电,2015-07-08,16.28,6.4294,2.532,-0.1004,-40.538
002014,永新股份,2015-07-08,13.85,4.5377,3.052,0.11,31.477
002016,世荣兆业,2015-07-06,9.98,2.0811,4.796,-0.0369,-67.615
002017,东信和平,2015-07-08,11.56,2.6676,4.333,0.0328,88.11
002018,华信国际,2015-06-12,44.08,2.2587,19.516,0.01,1102.0
002019,亿帆鑫富,2015-07-07,23.72,10.0859,2.352,0.19,31.211
002020,京新药业,2015-04-15,27.21,5.0255,5.414,0.1432,47.503
002021,中捷资源,2015-07-07,8.97,2.0557,4.363,-0.02,-112.125
002022,科华生物,2015-07-06,28.39,2.6556,10.691,0.1027,69.109
002023,海特高新,2015-07-07,13.9,5.0124,2.773,0.08,43.438
002024,苏宁云商,2015-07-07,11.74,3.9902,2.942,-0.04,-73.375
002025,航天电器,2015-07-08,16.0,5.5634,2.876,0.15,26.667
002026,山东威达,2015-07-08,7.99,4.4718,1.787,0.0342,58.406
002027,七喜控股,2015-04-30,13.68,1.6421,8.331,0.003,1140.0
002028,思源电气,2015-07-08,14.02,5.8337,2.403,0.09,38.944
002029,七 匹 狼,2015-07-07,12.4,6.4634,1.918,0.09,34.444
002030,达安基因,2015-07-08,26.5,1.5971,16.593,0.0,无法计算
002031,巨轮股份,2015-07-02,12.92,5.1952,2.487,0.09,35.889
002032,苏 泊 尔,2015-07-08,21.88,6.3413,3.45,0.364,15.027
002033,丽江旅游,2015-07-08,10.58,6.8945,1.535,0.15,17.633
002034,美 欣 达,2015-07-07,24.79,5.0954,4.865,-0.04,-154.938
002035,华帝股份,2015-07-08,13.21,4.1766,3.163,0.1,33.025
002036,汉麻产业,2015-07-07,13.41,2.3435,5.722,0.0,无法计算
002037,久联发展,2015-07-07,31.37,6.0268,5.205,0.07,112.036
002038,双鹭药业,2015-07-07,45.0,7.3202,6.147,0.39,28.846
002039,黔源电力,2015-07-08,12.85,6.3576,2.021,0.0998,32.189
002040,南 京 港,2015-07-08,9.84,2.6008,3.783,0.0176,139.773
002041,登海种业,2015-07-08,15.73,5.9313,2.652,0.2479,15.863
002042,华孚色纺,2015-07-07,9.54,4.1705,2.287,0.1,23.85
002043,兔 宝 宝,2015-05-29,12.84,1.66,7.735,0.01,321.0
002044,江苏三友,2015-07-08,29.23,0.3767,77.595,1.7405,4.199
002045,国光电器,2015-05-29,13.92,3.1166,4.466,0.01,348.0
002046,轴研科技,2015-07-08,7.85,0.8754,8.967,3.9878,0.492
002047,宝鹰股份,2015-07-06,9.11,7.2487,1.257,0.04,56.937
002048,宁波华翔,2015-07-08,15.58,8.8895,1.753,0.14,27.821
002049,同方国芯,2015-07-08,28.23,2.2821,12.37,4.3942,1.606
002050,三花股份,2015-07-03,8.41,4.7349,1.776,0.13,16.173
002051,中工国际,2015-07-08,19.36,7.0107,2.761,0.19,25.474
002052,同洲电子,2015-07-02,11.25,-0.3622,-31.06,1.24,2.268
002053,云南盐化,2015-07-08,16.64,4.9638,3.352,0.065,64.0
002054,德美化工,2015-07-08,7.5,4.9568,1.513,0.04,46.875
002055,得润电子,2015-07-01,52.09,3.3728,15.444,0.0578,225.303
002056,横店东磁,2015-07-07,19.68,7.9124,2.487,0.17,28.941
002057,中钢天源,2015-02-24,14.24,2.4962,5.705,0.01,356.0
002058,威 尔 泰,2015-07-08,11.33,1.3388,8.463,-0.03,-94.417
002059,云南旅游,2015-07-08,8.17,4.3436,1.881,-0.008,-255.313
002060,粤 水 电,2015-07-07,7.34,4.1886,1.752,0.0318,57.704
002061,江山化工,2015-06-04,18.82,2.2681,8.298,-0.08,-58.813
002062,宏润建设,2015-07-06,7.5,2.9372,2.553,0.0767,24.446
002063,远光软件,2015-07-07,18.02,3.5521,5.073,0.083,54.277
002064,华峰氨纶,2015-07-08,6.31,3.8604,1.635,0.11,14.341
002065,东华软件,2015-07-07,19.17,4.2804,4.479,0.1097,43.687
002066,瑞泰科技,2015-07-08,12.99,1.9653,6.61,0.0185,175.541
002067,景兴纸业,2015-07-07,5.47,2.6721,2.047,0.0,无法计算
002068,黑猫股份,2015-07-08,5.23,3.223,1.623,0.01,130.75
002069,獐 子 岛,2015-05-29,19.76,1.5754,12.543,-0.01,-494.0
002070,众和股份,2015-07-06,8.7,1.3077,6.653,-0.0275,-79.091
002071,长城影视,2015-07-07,12.6,1.6567,7.605,0.039,80.769
002072,凯瑞德,2015-07-08,11.05,0.9692,11.401,-0.096,-28.776
002073,软控股份,2015-07-08,14.66,4.7709,3.073,0.04,91.625
002074,东源电器,2015-07-06,16.29,1.9762,8.243,0.04,101.812
002075,沙钢股份,2015-06-24,33.0,1.5162,21.765,0.0009,9166.667
002076,雪 莱 特,2015-07-01,17.24,3.9005,4.42,0.0322,133.851
002077,大港股份,2015-07-07,10.99,3.771,2.914,0.01,274.75
002078,太阳纸业,2015-07-07,4.85,2.5682,1.888,0.04,30.312
002079,苏州固锝,2015-07-07,6.44,1.751,3.678,0.004,402.5
002080,中材科技,2015-04-20,22.91,6.3909,3.585,0.0691,82.887
002081,金 螳 螂,2015-07-07,23.26,4.3223,5.381,0.2477,23.476
002082,栋梁新材,2015-07-08,9.41,5.4456,1.728,0.04,58.813
002083,孚日股份,2015-07-08,5.72,3.1315,1.827,0.08,17.875
002084,海鸥卫浴,2015-07-07,8.39,1.9667,4.266,0.0,无法计算
002085,万丰奥威,2015-07-06,45.0,5.3079,8.478,0.29,38.793
002086,东方海洋,2015-07-07,14.01,5.7643,2.43,0.0064,547.266
002087,新野纺织,2015-07-08,4.8,3.7216,1.29,0.0228,52.632
002088,鲁阳股份,2015-07-08,10.0,6.7323,1.485,0.03,83.333
002089,新 海 宜,2015-07-01,21.08,3.1558,6.68,0.07,75.286
002090,金智科技,2015-07-06,27.35,3.7162,7.36,0.2626,26.038
002091,江苏国泰,2015-05-29,26.22,4.3574,6.017,0.11,59.591
002092,中泰化学,2015-07-08,6.91,6.1943,1.116,-0.075,-23.033
002093,国脉科技,2015-07-07,10.76,1.5273,7.045,0.021,128.095
002094,青岛金王,2015-07-02,15.64,2.0432,7.655,0.032,122.188
002095,生 意 宝,2015-07-08,33.96,2.3489,14.458,0.04,212.25
002096,南岭民爆,2015-07-08,18.19,5.4575,3.333,0.056,81.205
002097,山河智能,2015-05-20,19.8,4.8121,4.115,0.0113,438.053
002098,浔兴股份,2015-07-06,10.35,4.4394,2.331,0.007,369.643
002099,海翔药业,2015-07-08,14.82,4.6258,3.204,0.22,16.841
002100,天康生物,2015-07-08,8.0,4.3852,1.824,0.12,16.667
002101,广东鸿图,2015-07-08,19.12,7.1689,2.667,0.13,36.769
002102,冠福股份,2015-07-03,9.95,3.6245,2.745,0.0335,74.254
002103,广博股份,2015-07-01,28.42,3.4016,8.355,0.02,355.25
002104,恒宝股份,2015-07-08,15.32,1.8393,8.329,0.08,47.875
002105,信隆实业,2015-07-08,6.02,1.5677,3.84,0.003,501.667
002106,莱宝高科,2015-04-03,16.44,5.6761,2.896,-0.0701,-58.631
002107,沃华医药,2015-07-07,32.71,1.6049,20.381,0.11,74.341
002108,沧州明珠,2015-07-08,8.83,4.4737,1.974,0.09,24.528
002109,兴化股份,2015-05-07,8.54,3.1593,2.703,-0.0778,-27.442
002110,三钢闽光,2015-04-01,9.62,4.5213,2.128,-0.328,-7.332
002111,威海广泰,2015-07-07,21.77,4.1633,5.229,0.08,68.031
002112,三变科技,2015-07-08,9.63,2.3721,4.06,0.01,240.75
002113,天润控股,2015-07-07,18.88,0.8007,23.579,0.0003,15733.333
002114,罗平锌电,2015-07-08,10.55,2.8747,3.67,-0.06,-43.958
002115,三维通信,2015-07-07,8.87,2.1874,4.055,-0.037,-59.932
002116,中国海诚,2015-04-22,25.17,3.0952,8.132,0.15,41.95
002117,东港股份,2015-07-08,18.29,3.7029,4.939,0.12,38.104
002118,紫鑫药业,2015-07-07,10.86,3.8568,2.816,0.01,271.5
002119,康强电子,2015-07-08,15.4,3.4444,4.471,0.001,3850.0
002120,新海股份,2015-07-07,14.23,3.6833,3.863,0.06,59.292
002121,科陆电子,2015-07-07,24.93,3.6469,6.836,0.021,296.786
002122,天马股份,2015-07-08,7.13,3.9953,1.785,0.017,104.853
002123,荣信股份,2015-07-06,14.61,3.5697,4.093,0.02,182.625
002124,天邦股份,2015-07-07,12.28,2.5398,4.835,-0.122,-25.164
002125,湘潭电化,2015-07-07,11.92,2.5634,4.65,-0.02,-149.0
002126,银轮股份,2015-07-06,13.73,4.7192,2.909,0.16,21.453
002127,新民科技,2015-04-29,12.51,1.0013,12.494,0.01,312.75
002128,露天煤业,2015-07-08,10.66,5.3991,1.974,0.21,12.69
002129,中环股份,2015-07-02,17.19,6.3053,2.726,0.0326,131.825
002130,沃尔核材,2015-07-02,16.97,2.6327,6.446,0.02,212.125
002131,利欧股份,2015-07-01,52.66,5.313,9.912,0.19,69.289
002132,恒星科技,2015-07-03,8.21,2.212,3.712,0.01,205.25
002133,广宇集团,2015-07-07,5.95,3.6852,1.615,0.0,无法计算
002134,天津普林,2015-07-08,9.45,2.2891,4.128,-0.03,-78.75
002135,东南网架,2015-07-07,7.31,2.5132,2.909,0.02,91.375
002136,安 纳 达,2015-07-08,7.46,2.7032,2.76,-0.0628,-29.697
002137,实 益 达,2015-03-19,11.5,1.0861,10.588,-0.0004,-7187.5
002138,顺络电子,2015-07-07,9.55,5.8386,1.636,0.06,39.792
002139,拓邦股份,2015-07-07,15.21,3.6322,4.188,0.06,63.375
002140,东华科技,2015-07-08,18.65,4.1785,4.463,0.0545,85.55
002141,蓉胜超微,2015-07-07,13.78,1.639,8.408,-0.0169,-203.846
002142,宁波银行,2015-07-08,18.16,11.04,1.645,0.54,8.407
002143,印纪传媒,2015-07-08,28.92,15.2532,1.896,0.06,120.5
002144,宏达高科,2015-07-08,20.96,11.0088,1.904,0.63,8.317
002145,中核钛白,2015-07-06,13.55,3.6436,3.719,-0.06,-56.458
002146,荣盛发展,2015-07-07,8.42,7.3307,1.149,0.16,13.156
002147,方圆支承,2015-05-29,17.9,3.1962,5.6,-0.0173,-258.671
002148,北纬通信,2015-07-07,13.71,4.043,3.391,0.03,114.25
002149,西部材料,2015-07-08,15.13,4.8788,3.101,-0.16,-23.641
002150,通润装备,2015-07-08,8.03,2.3664,3.393,0.05,40.15
002151,北斗星通,2015-07-07,34.09,4.8933,6.967,-0.05,-170.45
002152,广电运通,2015-07-08,26.26,4.8152,5.454,0.19,34.553
002153,石基信息,2015-07-08,81.99,6.2673,13.082,0.18,113.875
002154,报 喜 鸟,2015-07-08,4.99,4.7698,1.046,0.12,10.396
002155,湖南黄金,2015-07-08,8.18,2.9527,2.77,-0.02,-102.25
002156,通富微电,2015-07-07,11.63,3.6918,3.15,0.05,58.15
002157,正邦科技,2015-07-02,16.19,3.2653,4.958,-0.11,-36.795
002158,汉钟精机,2015-07-07,15.48,3.7711,4.105,0.1066,36.304
002159,三特索道,2015-01-14,22.39,6.4461,3.473,-0.15,-37.317
002160,常铝股份,2015-07-07,8.82,2.2167,3.979,0.03,73.5
002161,远 望 谷,2015-07-06,14.87,1.965,7.567,0.004,929.375
002162,斯米克,2015-07-07,6.28,1.7926,3.503,-0.0492,-31.911
002163,中航三鑫,2015-07-08,6.87,1.1491,5.979,-0.05,-34.35
002164,宁波东力,2015-07-07,9.78,2.4927,3.923,-0.004,-611.25
002165,红 宝 丽,2015-07-08,5.93,1.9191,3.09,0.05,29.65
002166,莱茵生物,2015-07-08,23.91,1.8747,12.754,0.03,199.25
002167,东方锆业,2015-07-07,7.22,3.1106,2.321,-0.06,-30.083
002168,深圳惠程,2015-07-08,9.57,1.4044,6.814,0.03,79.75
002169,智光电气,2015-07-07,15.68,2.2427,6.992,0.0055,712.727
002170,芭田股份,2015-05-25,26.12,1.8832,13.87,0.0343,190.379
002171,精诚铜业,2015-07-06,15.03,2.7462,5.473,-0.008,-469.687
002172,澳洋科技,2015-07-07,6.72,0.9132,7.359,-0.01,-168.0
002174,游族网络,2015-07-06,69.1,3.6497,18.933,0.38,45.461
002175,广陆数测,2015-07-02,44.96,5.5747,8.065,0.0038,2957.895
002176,江特电机,2015-07-08,15.27,3.6923,4.136,0.034,112.279
002177,御银股份,2015-07-07,8.51,2.1577,3.944,0.04,53.188
002178,延华智能,2015-07-07,9.27,2.0064,4.62,0.02,115.875
002179,中航光电,2015-07-08,24.11,6.3589,3.792,0.1802,33.449
002180,艾派克,2015-07-07,35.68,1.4751,24.188,0.14,63.714
002181,粤 传 媒,2015-07-07,9.2,5.9951,1.535,0.0056,410.714
002182,云海金属,2015-07-07,9.29,3.184,2.918,0.0128,181.445
002183,怡 亚 通,2015-05-29,73.15,3.2976,22.183,0.11,166.25
002184,海得控制,2015-07-06,30.44,3.5319,8.619,0.0397,191.688
002185,华天科技,2015-07-08,12.39,3.5458,3.494,0.0922,33.595
002186,全 聚 德,2015-07-08,18.24,4.3427,4.2,0.1045,43.636
002187,广百股份,2015-07-08,11.34,7.1808,1.579,0.21,13.5
002188,新 嘉 联,2015-07-08,16.87,1.9037,8.862,-0.03,-140.583
002189,利达光电,2015-07-08,15.98,2.5581,6.247,-0.005,-799.0
002190,成飞集成,2015-07-08,29.16,4.7459,6.144,0.03,243.0
002191,劲嘉股份,2015-06-17,19.22,5.6885,3.379,0.4,12.012
002192,*ST路翔,2015-07-08,22.56,1.9135,11.79,-0.07,-80.571
002193,山东如意,2015-07-07,14.24,4.214,3.379,0.02,178.0
002194,武汉凡谷,2015-06-17,26.98,3.6756,7.34,0.0362,186.326
002195,二三四五,2015-07-07,26.73,4.6907,5.699,0.0724,92.3
002196,方正电机,2015-07-07,22.03,4.9036,4.493,0.031,177.661
002197,证通电子,2015-07-06,20.33,4.2354,4.8,0.01,508.25
002198,嘉应制药,2015-07-08,7.48,1.7289,4.326,0.0278,67.266
002199,东晶电子,2015-04-17,14.92,2.8682,5.202,-0.0786,-47.455
002200,云投生态,2015-05-28,27.07,4.39,6.166,0.012,563.958
002201,九鼎新材,2015-07-02,16.36,1.8812,8.697,0.01,409.0
002202,金风科技,2015-07-08,14.6,5.5257,2.642,0.0923,39.545
002203,海亮股份,2015-04-24,12.79,2.1756,5.879,0.0744,42.977
002204,大连重工,2015-07-08,8.09,6.7444,1.2,0.01,202.25
002205,国统股份,2015-07-08,20.09,8.3191,2.415,-0.0855,-58.743
002206,海 利 得,2015-07-07,10.54,4.3762,2.408,0.12,21.958
002207,准油股份,2015-07-06,13.73,2.398,5.726,-0.07,-49.036
002208,合肥城建,2015-07-07,10.31,4.6668,2.209,0.0114,226.096
002209,达 意 隆,2015-06-05,26.55,3.3532,7.918,0.0194,342.139
002210,飞马国际,2015-07-02,28.88,2.1468,13.453,0.09,80.222
002212,南洋股份,2015-04-24,11.93,3.4503,3.458,0.02,149.125
002213,特 尔 佳,2015-07-08,10.0,1.6732,5.977,0.01,250.0
002214,大立科技,2015-06-12,20.9,4.0807,5.122,0.008,653.125
002215,诺 普 信,2015-07-07,11.34,2.3144,4.9,0.12,23.625
002216,三全食品,2015-07-07,11.86,4.6815,2.533,0.07,42.357
002217,合力泰,2015-07-01,21.0,1.7171,12.23,0.0317,165.615
002218,拓日新能,2015-07-07,8.2,4.2028,1.951,0.011,186.364
002219,恒康医疗,2015-07-07,37.24,1.7407,21.394,0.0865,107.63
002220,天宝股份,2015-07-07,8.66,3.798,2.28,0.04,54.125
002221,东华能源,2015-07-06,26.59,4.1894,6.347,0.03,221.583
002222,福晶科技,2015-07-08,10.36,2.1062,4.919,0.05,51.8
002223,鱼跃医疗,2015-06-24,67.2,3.4972,19.215,0.2,84.0
002224,三 力 士,2015-07-03,12.72,1.9124,6.651,0.03,106.0
002225,濮耐股份,2015-07-08,7.3,2.8869,2.529,0.05,36.5
002226,江南化工,2015-06-05,13.18,6.4434,2.046,0.0472,69.809
002227,奥 特 迅,2015-07-08,17.88,3.4349,5.205,-0.0573,-78.01
002228,合兴包装,2015-07-02,24.17,3.1086,7.775,0.06,100.708
002229,鸿博股份,2015-07-07,14.58,2.8781,5.066,-0.0123,-296.341
002230,科大讯飞,2015-07-07,33.12,4.7821,6.926,0.08,103.5
002231,奥维通信,2015-07-07,11.36,1.8121,6.269,-0.0143,-198.601
002232,启明信息,2015-07-08,10.6,2.4588,4.311,0.0025,1060.0
002233,塔牌集团,2015-07-01,15.53,4.8494,3.202,0.1162,33.412
002234,民和股份,2015-07-08,9.85,3.8087,2.586,-0.14,-17.589
002235,安妮股份,2015-07-01,29.1,1.8183,16.004,0.01,727.5
002236,大华股份,2015-07-07,32.27,4.5742,7.055,0.09,89.639
002237,恒邦股份,2015-07-08,9.16,7.9365,1.154,0.14,16.357
002238,天威视讯,2015-06-26,23.76,6.1451,3.866,0.16,37.125
002239,金 飞 达,2015-05-22,18.33,1.4991,12.227,0.006,763.75
002240,威华股份,2015-07-07,8.07,3.2146,2.51,-0.006,-336.25
002241,歌尔声学,2015-07-07,28.8,5.6397,5.107,0.18,40.0
002242,九阳股份,2015-07-08,15.76,4.1907,3.761,0.15,26.267
002243,通产丽星,2015-07-08,7.44,3.904,1.906,-0.0377,-49.337
002244,滨江集团,2015-07-08,14.08,6.1017,2.308,0.21,16.762
002245,澳洋顺昌,2015-07-07,6.03,1.4655,4.115,0.0538,28.02
002246,北化股份,2015-07-08,8.64,2.6984,3.202,0.02,108.0
002247,帝龙新材,2015-07-03,19.1,3.8033,5.022,0.05,95.5
002248,*ST东数,2015-04-14,16.7,3.4473,4.844,-0.07,-59.643
002249,大洋电机,2015-07-08,8.78,2.014,4.359,0.03,73.167
002250,联化科技,2015-07-08,17.3,4.5512,3.801,0.18,24.028
002251,步 步 高,2015-07-06,16.8,7.0973,2.367,0.265,15.849
002252,上海莱士,2015-07-08,70.82,6.5922,10.743,0.277,63.917
002253,川大智胜,2015-07-08,24.0,5.8329,4.115,0.0305,196.721
002254,泰和新材,2015-07-07,14.08,3.721,3.784,0.04,88.0
002255,海陆重工,2015-07-07,7.05,6.0425,1.167,0.045,39.167
002256,彩虹精化,2015-07-03,16.09,1.79,8.989,0.048,83.802
002258,利尔化学,2015-07-08,16.6,5.8753,2.825,0.15,27.667
002259,升达林业,2015-07-02,8.35,1.2936,6.455,-0.01,-208.75
002260,德奥通航,2015-07-06,27.23,1.2638,21.546,-0.0512,-132.959
002261,拓维信息,2015-07-07,29.9,3.8038,7.861,0.25,29.9
002262,恩华药业,2015-07-08,27.9,2.8066,9.941,0.1513,46.1
002263,大 东 南,2015-07-07,6.42,3.2611,1.969,-0.01,-160.5
002264,新 华 都,2015-07-07,8.25,2.0147,4.095,0.03,68.75
002265,西仪股份,2015-07-08,10.93,1.7571,6.22,-0.0146,-187.158
002266,浙富控股,2015-07-06,7.25,1.8822,3.852,0.01,181.25
002267,陕天然气,2015-07-08,14.18,4.3414,3.266,0.2735,12.962
002268,卫 士 通,2015-05-07,84.8,5.5243,15.35,-0.0715,-296.503
002269,美邦服饰,2015-07-08,8.22,3.6353,2.261,0.04,51.375
002270,法因数控,2015-07-08,10.49,3.0867,3.398,0.01,262.25
002271,东方雨虹,2015-07-08,18.71,8.3721,2.235,0.13,35.981
002272,川润股份,2015-04-17,11.2,2.9148,3.842,0.0057,491.228
002273,水晶光电,2015-07-08,17.35,3.7418,4.637,0.09,48.194
002274,华昌化工,2015-07-08,6.81,4.2084,1.618,-0.0739,-23.038
002275,桂林三金,2015-07-08,18.19,4.018,4.527,0.0862,52.755
002276,万马股份,2015-06-29,34.2,2.9198,11.713,0.0276,309.783
